company,department,title,salary,currency,gender,race,sexual_orientation,exp_years,country,city,inhouse,nb_jobs,happy_salary,nb_awards_top,nb_awards_inter,nb_awards_local
,Strategy,Group Planning Director,"$325,000",USD,Female,White,,22,United States,Los Angeles,In-house,7,,,,
,Strategy,Group Strategy Director,230000,USD,Male,White,Heterosexual,13,USA,New York,In-house,,,,,
,Strategy,Group Strategy Director,245000,USD,,,,11,United States,New York,In-house,,,,,
Big spaceship,Strategy,Group Strategy Director,200000,USD,Female,Asian,Cis,11,USA,Nyc,External,,,,,
,Strategy,Group Strategy Director,"$250,000",USD,Female,White,Heterosexual,25,United States,New York,,,,,,
,Strategy,Head of Brand & Marketing,"185,000",USD,Female,Asian,Lesbian,20,United States,Los Angeles,In-house,,,,,
,Strategy,head of brand planning,225000,USD,male,white,Heterosexual,12,USA,Boston,In-house,,,,,
I’m the only one in my role at my company so I can’t disclose without identifying myself :(,Strategy,Head of content and brand experience (3 years in agency. Head of content in house at a women’s clothing company for 3 years before that. Then 5 years in magazine publishing),"105,000",USD,Female,White,Bisexual,3,United States,New York,External,,,,,
,Strategy,Head of Innovation,190000,USD,Male,Asian,Heterosexual,13,United States,New York,,,,,,
Leo Burnett,Strategy,Head of Insights,37384,USD,Female,Asian,Heterosexual,11,Malaysia,Kuala Lumpur,In-house,3,No,0,2,1
,Strategy,Head of planning,"71,300",USD,Woman,White,Heterosexual,5,Norway,Oslo,In-house,,,,,
,Strategy,Head of Strategy,"400,000",USD,,,,16,United States,Los Angeles,External,,,,,
,Strategy,Head of Strategy,"365,000",,Female,Caucasian,,25,USA,Los Angeles,,,,,,
,Strategy,Head of Strategy and Insight,"$170,000",USD,Female,White,,12,United States,Detroit,External,9,Yes,2,7,1
,Strategy,Influencer & Content Manager,"54,000 CAD",,Female,Caucasian,Heterosexual,2,,"Halifax, NS",In-house,,,,,
,Strategy,Influencer Marketing Strategist,85000,USD,Female,White,Heterosexual,6,USA,"Greensboro, NC",External,,,,,
Some Spider Studios,Strategy,"Integrated Marketing, Manager",80K,USD,,,,6,USA,New York,In-house,,,,,
TBWA\Media Arts Lab,Strategy,Interactive Strategy Lead,"155,000",,Female,Hispanic,Heterosexual,9,USA,"Los Angeles, CA",External,,,,,
Droga5,Strategy,Jr. Comms Strategist,"75,000",USD,Male,Black,Gay,2,United States,New York,External,,,,,
Deutsch LA,Strategy,Jr. Strategist,54k,,Heterosexual,White/Latinx,Female,1,USA,Los Angeles,In-house,,,,,
MullenLowe,Strategy,Jr. Strategist,52000,USD,Female,White,Heterosexual,1,USA,Los Angeles,External,,,,,
,Strategy,Junior Account Planner,40000,USD,Female,White,Heterosexual,3,United States,Greensboro,Agency,2,No,,,
,Strategy,"Junior Associate, Strategy & Consulting","$58,000",USD,Female,White,Heterosexual,1.25,United States,New York,In-house,1,No,,,
Carmichael Lynch,Strategy,Junior Brand Planner,47000,USD,Female,White,,1.5,USA,Minneapolis,External,,,,,
,Strategy,Junior Brand Strategist,"33,000",EUR,Male,,,2,France,Paris,In-house,2,No,,,
,Strategy,Junior Brand Strategist,"56,000",USD,Female,White,Heterosexual,1.5,USA,NYC,External,,,,,
,Strategy,Junior Planner,"£20,000",GBP,Female,White Caucasian,Heterosexual,0.5,UK,Bristol,In-house,,,,,
,Strategy,Junior Planner,"€ 26,000",EUR,Woman,,,1,Ireland,Dublin,,,,,,
"a large, global agency",Strategy,Junior Planner,"45,000 + overtime",USD,Female,White,Gay,2,USA,New York City,,,,,,
BBDO New York,Strategy,Junior Planner,"45,000 + OT",USD,Female,Asian,Heterosexual,1,United States,New York,External,,,,,
DDB,Strategy,Junior Planner,"SGD 36,000",SGD,,Asian,Heterosexual,2,Singapore,Singapore,,1,No,0,1,0
Deutsch LA,Strategy,Junior Social strategist,"41,000",USD,Female,Mexican,Female,1.5,USA,Los Angeles,In-house,,,,,
,Strategy,Junior Strategist,45000,,Female,Hispanic/White,,0.5,USA,Atlanta,In-house,,,,,
,Strategy,Junior Strategist,36000,EUR,F,,,2,Germany,Berlin,In-house,,,,,
,Strategy,Junior Strategist,"52,000",,Female,Mixed,Bi,1,USA,Chicago,,,,,,
,Strategy,Junior Strategist,"$55,000",USD,Female,,,1,USA,Chicago,,,,,,
sparks & honey,Strategy,Junior strategist,65000,,Trans,Asian,Queer,1,USA,Los Angeles,,,,,,
TBWA\Chiat\Day,Strategy,Junior Strategist,"$57,500",USD,Cis Female,White,Heterosexual,2,USA,Los Angeles,External,,,,,
TBWA\Media Arts Lab,Strategy,Junior Strategist,"65,000",USD,Female,,,2,USA,Los Angeles,External,,,,,
,Strategy,Junior Strategist,60000,USD,Female,,Heterosexual,2,USA,Los Angeles,External,,,,,
Wieden + Kennedy,Strategy,Junior Strategist,"50,000 + bonus",USD,Woman,White,Heterosexual,1,USA,New York,In-house,,,,,
,Strategy,Junior Strategist,"60,000",,Female,White,Gay,1,USA,New York City,External,,,,,
Havas North America,Strategy,Junior Strategist,"57,000",USD,Male,White,Cis,2.5,USA,New York City,External,,,,,
,Strategy,Junior Strategist,33600,EUR,F,White,Heterosexual,2.5,Netherlands,Amsterdam,In-house,,,,,
,Strategy,Junior Strategist,"65,000",USD,Female,White,,3,United States,Los Angeles,External,3,,,,
Leo Burnett,Strategy,Junior Strategist,"50,000",USD,Female,Black,Queer,1,United States,Chicago,,2,,,,
,Strategy,Junior Strategist,"£28,000",GBP,Female,White,,1,UK,London,External,1,,,,
,Strategy,Junior Strategist,"60,000",USD,Female,White,Cis,1,USA,Denver,In-house,,,,,
,Strategy,Junior Strategist,$58k,USD,Female,Caucasian,Queer,1.5,USA,"Chicago, IL",,,,,,
,Strategy,Junior Strategist,50000,USD,female,White,Heterosexual,1,United States,Chicago,External,,,,,
,Strategy,Junior strategist,"60,000",USD,Female,White,,2,United States,New York,In-house,,,,,
TBWA,Strategy,Managing Director,158000,EUR,Male,White,Heterosexual,20,France,Paris,In-house,8,Yes,6,6,10+
,Strategy,Marketing automation strategist,"60,000",USD,Female,White,Heterosexual,3,USA,Chicago,External,,,,,
,Strategy,Marketing Coordinator,52000,USD,Male,White,Heterosexual,1,USA,columbus,In-house,,,,,
OOH Advertising,Strategy,Marketing Coordinator,"$52,000",USD,Female,White,Heterosexual,6,United States,Los Angeles,In-house,,,,,
,Strategy,Marketing director,185000,USD,Make,White,Heterosexual,15,United States,Portland,In-house,,,,,
,Strategy,Marketing Strategist,46k,USD,,,,2,United States,Los Angeles,,,,,,
,Strategy,Marketing Strategist,"$33,000",USD,Female,Hispanic,,3,USA,Phoenix,External,,,,,
,Strategy,Marketplaces Strategist,"60,000",USD,female,,,3,USA,Raleigh,,,,,,
Ogilvy,Strategy,Middle strategist,53.000€ per year,EUR,Woman,White,Heterosexual,5,France,Paris,In-house,,,,,
Shopper (too small to name),Strategy,Planner,75000,,Male,White,Heterosexual,4,USA,CHICAGO,External,,,,,
r/ga,Strategy,planner,50000,,,,,5,UK,london,In-house,,,,,
adam&eveDDB London,Strategy,Planner,"£45,000",,Female,European Spanish,heterosexual,4,UK,London,Agency,,,,,
Weber Shandwick,Strategy,Planner,58500,USD,Male,Hispanic,Pan/Heterosexual-passing,1.5,USA,NYC,External,,,,,
OMNICOM,Strategy,Planner,"60,000",CAD,Female,White,,3,Canada,Toronto,,,,,,
,Strategy,Planner,"75,000",USD,Female,White,Heterosexual,3.5,United States,Chicago,External,,,,,
,Strategy,Planner,516000,SEK,,White,Heterosexual,6,Sweden,"Stockholm, Sweden",In-house,,,,,
,Strategy,Planner,90k,USD,female,White,Queer,5,United States,New York,,3,Yes,,,
,Strategy,Planner,90000,AUD,Male,White,Heterosexual,6,Australia,Melbourne,External,7,No,,,2
Havas Lynx,Strategy,Planner,"34,000",GBP,Female,White,Heterosexual,4,UK,Manchester,In-house,3,Yes,0,0,0
,Strategy,Planning Director,"$153,000",,female,asian,cis female,10,USA,New York,,,,,,
,Strategy,Planning Director,"131,000",USD,Female,White,Heterosexual,10,USA,Saint Louis,External,,,,,
,Strategy,Planning Director,125000,USD,Female,White,Heterosexual,7,United States,Chicago,External,,,,,
Grey,Strategy,Planning Director,"120,000",USD,Female,Latinx,Heterosexual,8,United States,New York,In-house,,,,,
,Strategy,Planning Director,96000,CAD,Male,Black,Heterosexual,10,Canada,Montréal,External,4,Yes,0,3,10+
,Strategy,Planning director,136000,USD,Female,White,Heterosexual,20,United States,Los Angeles,,,,,,
,Strategy,Research Manager and Brand Strategist,"52,500",USD,Female,White,Heterosexual,7,United States,"Jacksonville, Florida",External,,,,,
,Strategy,Senior,110000,,Male,Black,Heterosexual,3,USA,LOS Angeles,External,,,,,
,Strategy,Senior Analyst,85k,USD,,,,5,USA,NY,,,,,,
Everybody At Once,Strategy,Senior Brand Manager,"75,000",USD,Female,White,Heterosexual,11,United States,New York,In-house,8,No,,,
,Strategy,Senior Brand Planner,70k,USD,female,white,Heterosexual,4,USA,new york,In-house,,,,,
,Strategy,Senior Brand Strategist,"85,000",,Male,Asian,Heterosexual,5.5,USA,Atlanta,External,,,,,
,Strategy,Senior Brand Strategist,100000,USD,female,white,,5,USA,Detroit,,,,,,
Self Employed,Strategy,Senior Brand Strategist,$900 / day,USD,Female,White,Heterosexual,9,United States,New York,External,,,,,
,Strategy,Senior Brand Strategy Manager,"123,000",USD,Male,Lantinx,Cis,6,USA,NYC,External,,,,,
Droga5,Strategy,Senior Communications Strategist,95000,,Female,White,Heterosexual,5,USA,New York,External,,,,,
R/GA,Strategy,Senior Connections Planner,"$88,000",,FEMALE,BLACK,CIS,4.5,USA,NEW YORK,External,,,,,
Interbrand,Strategy,Senior Consultant,105000,USD,Female,Asian,Heterosexual,3,USA,NYC,External,,,,,
,Strategy,Senior Content Strategist,"115,000",USD,Female,,Heterosexual,6,USA,New York,External,,,,,
,Strategy,Senior Content Strategist,"$118,000",USD,Female,Black,Heterosexual,7,United States,New York,In-house,,,,,
Digitas,Strategy,Senior Creative Strategist,"72,000",USD,Female,White,Heterosexual,7,United States,Atlanta,In-house,4,No,1,1,4
Droga5,Strategy,Senior Data Strategist,"130,000",USD,Male,White,Cis,5,USA,New York,External,,,,,
,Strategy,Senior Data Strategist,"$82,500",USD,Female,Latina,Heterosexual,5,USA,New York,In-house,,,,,
,Strategy,Senior Data Strategist,"$82,500",USD,Female,Latina,Heterosexual,5,USA,New York,In-house,,,,,
,Strategy,Senior Digital Strategist,"120,000 base salary",USD,Female,Hispanic,Heterosexual,6,USA,New York City,In-house,,,,,
,Strategy,Senior Digital Strategist,"200,000",AUD,femlate,White,Heterosexual,15,Australia,Sydney,External,10,,,,
,Strategy,Senior digital strategist,"100,000",USD,Female,White,Heterosexual,5,United States,New York,External,,,,,
Edelman,Strategy,Senior Digital Strategist,"70,000",USD,Female,White,Heterosexual,4.5,United States,Chicago,,3,Yes,0,0,0
,Strategy,Senior Director,"102,000",,Female,White,Heterosexual,9,USA,New York,In-house,,,,,
Ogilvy,Strategy,senior director,"$275,000",USD,female,white,Heterosexual,25,USA,New York,External,,,,,
,Strategy,Senior Director,183000,USD,,,,18,United States,Washington DC,In-house,,,,,
,Strategy,Senior Director Digital Strategy,"110,000",,Female,White,Heterosexual,12,USA,Irvine,In-house,,,,,
,Strategy,Senior email marketing specialist,67500,USD,Cis Female,White,Heterosexual,8,United States,Kansas City,External,5,,,,
Weber Shandwick,Strategy,"Senior Manager, Influence","77,400",USD,Female,White,Heterosexual,9,United States,Detroit,,,,,,
McGarrah Jessee,Strategy,Senior Planner,75000,USD,Male,White,Heterosexuals,4,USA,Austin,External,,,,,
Huge,Strategy,Senior Planner,95000,,Male,Black,Heterosexual,4,USA,New York,External,,,,,
R/GA,Strategy,Senior Planner,"83,000",,Female,White,Heterosexual,4,USA,NYC,,,,,,
,Strategy,Senior Planner,"£40,000",GBP,Female,White,Heterosexual,3.5,UK,London,External,2,,,,
,Strategy,Senior Planner,"£58,000",GBP,Male,White,Gay,5,UK,London,External,3,,,,
,Strategy,Senior Planner,"£55,000",GBP,,White,,6,UK,London,External,3,Yes,,,
,Strategy,Senior Product Manager,138000,USD,female,White,Heterosexual,8,United States,New York,External,,,,,
social agency London,Strategy,Senior Social Strategist,53000,,female,white immigrant,Heterosexual,6,UK,London,"in house (same details, white, female, senior strategist, with 5 years of experience but British earning £63,000)",,,,,
VMLY&R,Strategy,Senior Strategic Planner,"$110,000",USD,,,,111,USA,Chicago,External,,,,,
GSD&M,Strategy,Senior Strategist,90000,USD,Female,White,Heterosexual,3,USA,"Austin, TX",In-house,,,,,
McCann,Strategy,Senior Strategist,£44000,,Male,White,Heterosexual,6,USA,Birmingham,External,,,,,
mcgarrybowen,Strategy,senior strategist,"85,000",,female,white,Heterosexual,6,USA,Chicago,In-house,,,,,
BBDO,Strategy,Senior Strategist,65000,,Female,White,Bi,3,USA,Chicago,External,,,,,
,Strategy,Senior Strategist,"100,000",USD,Cis Female,Mixed - White Passing,Heterosexual,5,USA,Chicago,,,,,,
,Strategy,Senior Strategist,95000,,Male,White,Heterosexual,7,USA,"Columbus, OH",External,,,,,
Deutsch,Strategy,Senior Strategist,"100,000",,Cis Male,White,Gay,5,USA,LA,External,,,,,
Deutsch,Strategy,Senior Strategist,"100,000",,Cis Male,White,Gay,5,USA,LA,External,,,,,
Haymaker,Strategy,Senior Strategist,"125,000",,Female,Mixed (Filipina Jewish),Heterosexual,6,USA,Los Angeles,External,,,,,
,Strategy,Senior Strategist,"$115,000",USD,,,,5,USA,LOS ANGELES,In-house,,,,,
Rufus (Initiative),Strategy,Senior Strategist,90000,USD,Male,Black,Gay,8,USA,Los Angeles,External,,,,,
Small independent midwest agency,Strategy,Senior Strategist,"150,000",USD,female,caucasian,Heterosexual,23,USA,Minneapolis,In-house,,,,,
,Strategy,Senior Strategist,"100,000",,Female,,,5,USA,New York,External,,,,,
mcgarryboweb,Strategy,Senior Strategist,"$80,000",,Male,Asian,Gay,4.5,USA,New York,,,,,,
,Strategy,Senior Strategist,"100,000",USD,Cis Female,White,Heterosexual,6,USA,New York,,,,,,
,Strategy,Senior Strategist,125000,USD,Female,White,Heterosexual,5,USA,New York,External,,,,,
PR Agency,Strategy,Senior Strategist,95000,,Cis Male,White,Gay,5,USA,New York,External,,,,,
R/GA,Strategy,Senior Strategist,$90K,,Female,White,Heterosexual,5,USA,New York,,,,,,
Ogilvy,Strategy,Senior Strategist,"70,000",,Female,White,Cis,3,USA,New York,In-house,,,,,
,Strategy,Senior strategist,"$85,000",USD,Female,White,Heterosexual,6,USA,New York,In-house,,,,,
,Strategy,Senior Strategist,"115,000",,Male,,,6,USA,New York City,,,,,,
a small consultancy,Strategy,Senior Strategist,125000,USD,Female,White,Female,5,USA,"New York, NY",In-house,,,,,
Geometry,Strategy,Senior Strategist,75000,,Male,,,6,USA,NY,External,,,,,
360i,Strategy,Senior Strategist,"105,000",,Female,White,Heterosexual,4.5,USA,NYC,In-house,,,,,
,Strategy,Senior strategist,"100,000",USD,Female,South asian,Heterosexual,4,USA,Nyc,In-house,,,,,
,Strategy,Senior Strategist,"$100,000",,Male,White,Cis,4,USA,San Francisco,External,,,,,
Wunderman Thompson,Strategy,Senior Strategist,"$92,500",,Male,Caucasian/White,,3,United States,Seattle,,,,,,
,Strategy,Senior Strategist,7000 per month,SGD,Female,Asian,Heterosexual,3,Singapore,Singapore,External,,,,,
,Strategy,Senior Strategist,130000,AUD,Female,White,Heterosexual,8,Australia,Sydney,External,,,,,
DDB San Francisco,Strategy,Senior Strategist,"$95,000",USD,Female,White,Heterosexual,6,USA,San Francisco,This was for my last job (left in May for consoderbly more money client side),,,,,
,Strategy,Senior Strategist,55000,GBP,Female,White,Bisexual,10,UK,Brighton,External,,,,,
Anomaly,Strategy,Senior strategist,"£58,000",GBP,Female,White,Heterosexual,9,UK,London,,,,,,
,Strategy,Senior Strategist,100000,CAD,Female,Asian,Heterosexual,8,Canada,Toronto,In-house,,,,,
,Strategy,Senior Strategist,"800,000",USD,Male,White,Heterosexual,4,USA,"Austin, TX",External,,,,,
,Strategy,Senior Strategist,"800,000",USD,Male,White,Heterosexual,4,USA,"Austin, TX",External,,,,,
Wieden & Kennedy,Strategy,Senior Strategist,110000,USD,Male,White,Heterosexual,4,USA,New York,External,,,,,
German Agency,Strategy,Senior Strategist,66000,EUR,M,,Heterosexual,12,Germany,Berlin,,,,,,
,Strategy,Senior Strategist,90000,USD,Female,White,Heterosexual,3.5,USA,New York,External,,,,,
The Marketing Arm,Strategy,Senior Strategist,"$76,500",USD,Female,White,Heterosexual,5.5,USA,Dallas,External,,,,,
Publicis NA,Strategy,Senior Strategist,105000,USD,Female,White,Heterosexual,9,United States,New York,External,,,,,
Giant Spoon,Strategy,Senior Strategist,82000,USD,Female,White,Heterosexual,5,United States,Los Angeles,External,,,,,
Laundry Service,Strategy,Senior Strategist,89775,USD,Male,White,Heterosexual,8,United States,Portland,External,,,,,
,Strategy,Senior Strategist,95000,USD,Female,Asian,Heterosexual,7,United States,Chicago,External,,,,,
,Strategy,Senior strategist,86000,USD,Male,Asian,Heterosexual,4,United States,Minneapolis,External,,,,,
R/GA,Strategy,Senior Strategist,"90,000",USD,F,Asian,Heterosexual,6,United States,Austin,In-house,,,,,
the community,Strategy,senior strategist,"113,000",USD,Female,,Heterosexual,9,United States,Miami,In-house,,,,,
McCann New York,Strategy,Senior Strategist,90000,USD,Female,White,Heterosexual,3,United States,New York,,,,,,
,Strategy,Senior Strategist,"95,000",USD,Female,White,Heterosexual,6.5,United States,Los Angeles,,,,,,
Giant Spoon,Strategy,Senior Strategist,"100,000",USD,Male,,Heterosexual,4,United States,Los Angeles,,,,,,
,Strategy,Senior Strategist,"100,000",USD,Male,White,Gay,7,United States,Los Angeles,External,,,,,
,Strategy,Senior Strategist,120000 NZD,NZD,Male,Indian,Heterosexual,8,New Zealand,Auckland,External,4,,,,
,Strategy,Senior Strategist,130000,USD,Female,South Asian,Heterosexual,8,United States,New York,In-house,7,,,,
Acne,Strategy,Senior Strategist,85000,GBP,Female,White,Bisexual,9,UK,London,External,5,,,,
Droga5,Strategy,Senior Strategist,"$110,000",USD,Cis male,White,Heterosexual,7,United States,New York,External,2,,,,
,Strategy,Senior Strategist,64000,GBP,,White,Heterosexual,8,UK,London,,6,Yes,,,
,Strategy,Senior Strategist,"60,000",USD,cis female,White & Spanish,Bisexual,3.5,United States,Dallas,External,1,Yes,,,10+
frog,Strategy,Senior Strategist,145000,USD,Female,,Heterosexual,10,United States,New York,External,4,Yes,,,
"Small Agency, under 50",Strategy,Senior Strategist,110000,USD,Female,White,Heterosexual,7,United States,Los Angeles,In-house,3,Yes,,,2
,Strategy,Senior Strategist,150000,USD,Male,Middle Eastern,Heterosexual,8,United States,New York,,5,Yes,,,
Creative Agency in Chicago,Strategy,Senior Strategist,"80,000",USD,Female,White,Heterosexual,4,United States,Chicago,External,3,Yes,,,
Anomaly,Strategy,Senior Strategist,"110,000",USD,Female,Latinx,Heterosexual,4.3,United States,New York,External,1,,,,
Ogilvy,Strategy,Senior Strategist,SGD 13250 / month,SGD,,,,14,Singapore,Singapore,,5,Yes,0,0,0
,Strategy,Senior Strategist,"€ 64,000",EUR,Male,White,Heterosexual,6,Netherlands,Amsterdam,External,4,Yes,2,0,0
,Strategy,senior strategist,92500,USD,female,Black,Heterosexual,5,United States,San Francisco,In-house,2,No,0,0,0
Brand Bureau,Strategy,Senior Strategist,90000,USD,Male,White,Heterosexual,4,United States,New York,In-house,2,No,0,0,0
,Strategy,Senior Strategist,"110,000.00",USD,Female,"Black, Pacific Islander",Queer,7,United States,New York,External,2,Yes,0,1,1
,Strategy,Senior Strategist,"72,000",USD,Female,White,Heterosexual,7,United States,San Francisco,In-house,6,No,0,0,1
Mullenlowe,Strategy,Senior Strategist,"95,000",USD,Female,Black,Heterosexual,3.5,USA,Boston,External,,,,,
VMLY&R,Strategy,Senior strategist,"$75,000",,Female,White,Heterosexual,7,USA,Chicago,External,,,,,
VMLY&R,Strategy,Senior strategist,"$75,000",,Female,White,Heterosexual,7,USA,Chicago,External,,,,,
,Strategy,Senior strategist,"110,000",,Female,White,Bisexual,5,USA,Los Angeles,,,,,,
R/GA,Strategy,senior strategist,"110,000",,cis,white,gay,5,USA,new york,External,,,,,
R/ga,Strategy,Senior strategist,"110,000",USD,Female,White,Heterosexual,6,USA,New York,External,,,,,
Too small — could be identified,Strategy,Senior Strategist,80000,,male,,,5,USA,NYC,External,,,,,
,Strategy,Senior Strategist,"130,000 (base)",USD,,,,4,USA,San Francisco,In-house,,,,,
,Strategy,Senior Strategist,90000 usd,,,,,6,Japan,Tokyo,In-house,,,,,
Havas,Strategy,Senior strategist,"110,000",USD,Male,White,Heterosexual,7,United States,New York,,,,,,
,Strategy,Senior Strategist,103000,USD,,,,15,United States,Columbus,In-house,,,,,
,Strategy,Senior Strategist,103000,USD,,,,15,United States,Columbus,In-house,,,,,
,Strategy,Senior Strategist,"82,500",USD,Male,Mixed Race,Heterosexual,4,United States,New York,External,2,No,1,1,
,Strategy,Senior Strategy Director,220,USD,Male,"White obviously, did you see the number?",Male,12,USA,San Diego / NYC,External,,,,,
,Strategy,Senior Strategy Director,£95000,GBP,Female,White,Heterosexual,10,UK,London,External,,,,,
Publicis Health,Strategy,Senior Strategy Manager,"$100,000",,Male,White,Gay,5,USA,New York,In-house,,,,,
,Strategy,SEO Specialist,54000,USD,Male,White,Gay,8,USA,"Columbus, OH",In-house,,,,,
,Strategy,Snr Strategic Planner,"$105,000",AUD,Male,Mixed,Heterosexual,4.5,Australia,Sydney,External,,,,,
Socialfly,Strategy,Social Content Strategist,"52,000",,Female,Hispanic / Asian,Heterosexual,3,USA,"New York, New York",External,,,,,
,Strategy,Social Media Manager,"55,000",USD,female,white,Heterosexual,3,USA,Atlanta,both,,,,,
TBWA\Media Arts Lab,Strategy,Social Media Strategist,"90,000",,Woman,White,Heterosexual,2,USA,Los Angeles,External,,,,,
,Strategy,Social Strategist,"70,000",USD,Female,Asian,Heterosexual,3,USA,New York,External,,,,,
,Strategy,Social Strategist,"85,000",AUD,Male,,Heterosexual,6,Australia,Sydney,External,3,,,,
MRY,Strategy,Social Strategist,"82,000",USD,Female,Latinx,Bisexual,5,United States,New York,External,3,No,,,
Laundry Service,Strategy,Social Strategist,"75,000",USD,Male,Black,Gay,4,United States,New York,External,,,,,
,Strategy,Sr Brand Strategist,80000,USD,Female,White,Bisexual,7,United States,Milwaukee,In-house,,,,,
,Strategy,Sr Digital Account Strategy,74000,USD,Female,White,Heterosexual,9,United States,Minneapolis,External,,,,,
,Strategy,Sr Director,"225,000",USD,Male,White,,15,USA,New York,External,,,,,
Seventy Agency,Strategy,Sr Strategist,62800,USD,Female,White,Heterosexual,5,Sweden,Stockholm,,,,,,
,Strategy,Sr Strategy Director,135000,USD,Male,White,Heterosexual,8,United States,Honolulu,External,4,No,1,0,2
n/a,Strategy,Sr. Brand Strategist,"185,000",,Male,Biracial,Heterosexual,8,USA,San Francisco,In-house,,,,,
,Strategy,Sr. Comms Strategist,88000,,,,,3,USA,New York,,,,,,
W+K,Strategy,Sr. Digital Strategist,"$110,000",USD,Male,White,Heterosexual,8,USA,Portland,In-house,,,,,
,Strategy,Sr. Engagement Planner,"110,000",USD,female,White,Heterosexual,8,United States,New York,In-house,5,Yes,,,
Diageo,Strategy,"Sr. Manager, Consumer Planning",150000,USD,Male,White,Bisexual,10,United States,New York,In-house,,,,,
,Strategy,Sr. Strategist,90000,USD,Female,Chinese,,5,USA,Los Angeles,External,,,,,
Area 23 / FCB Health,Strategy,Sr. Strategist,"$135,000",USD,Male,Asian,Male,5,USA,New york,External,,,,,
,Strategy,Sr. Strategist,93000,,Male,White,,6,USA,Portland,External,,,,,
,Strategy,Sr. Strategist,75000,USD,Female,White,Bisexual,3,USA,New York,In-house,,,,,
DDB,Strategy,Sr. Strategist,"120,000",USD,Male,White,Heterosexual,5,United States,Chicago,External,,,,,
,Strategy,Strategic Planner,70000,NZD,Male,Indian,Hetro,5,New Zealand,Auckland,,,,,,
,Strategy,Strategic Planner,"65,000",CAD,Female,Caucasian,Heterosexual,4,Canada,Toronto,In-house,,,,,
,Strategy,Strategic planner,38k the year,EUR,Male,North africa,Heterosexual,5,France,Paris,In-house,2,,,,
,Strategy,Strategic Planner,630 000 PA,ZAR,Female,White,Heterosexual,8,South Africa,Cape Town,External,6,,,,
"isobar Melbourne, Australia",Strategy,Strategic Planner,70000,AUD,MAle,Asian,Heterosexual,7,Australia,Melbourne,External,2,No,2,2,2
,Strategy,Strategic Planner,"42,000 Euro",EUR,Cis,European,Heterosexual,3,Germany,Duesseldorf,External,2,No,,,
Ogilvy,Strategy,Strategic planner,"30,000",EUR,Female,Caucasian,Bisexual,1,France,Paris,,,,,,
,Strategy,Strategic Planning Manager,20000000,Idr,,Asian,Heterosexual,5,Indonesia,Jakarta,In-house,,,,,
Landor,Strategy,Strategis,32k/year,EUR,,,,2,France,Paris,External,,,,,
,Strategy,Strategist,"68,000",USD,Female,White,Heterosexual,9,USA,Minneapolis,External,,,,,
Preacher,Strategy,Strategist,65000,,Female,Caucasian,,4,USA,Austin,External,,,,,
Preacher,Strategy,Strategist,65000,,Female,Caucasian,,4,USA,Austin,External,,,,,
DDB,Strategy,Strategist,INR 1050000,Indian rupees,Female,Indian,Bi,2.5,India,Bangalore,In-house,,,,,
McCann,Strategy,Strategist,"£30,000",,Male,White,Heterosexual,4,UK,"Birmingham, UK",External,,,,,
McCann,Strategy,Strategist,"£30,000",,Male,White,Heterosexual,4,UK,"Birmingham, UK",External,,,,,
Hill Holliday,Strategy,Strategist,63000,,Cis Male,White,Gay,4,USA,Boston,External,,,,,
,Strategy,Strategist,70000,USD,Female,Asian,Heterosexual,4,USA,Boston,External,,,,,
Havas,Strategy,Strategist,"60,000",,F,Black,,2,USA,Chicago,External,,,,,
Wunderman Thompson,Strategy,Strategist,"65,000",USD,Male,Brown,Heterosexual,1,USA,Chicago,In-house,,,,,
,Strategy,Strategist,"$55,000",USD,Male,White,,6,USA,Irvine,In-house,,,,,
,Strategy,Strategist,"38,000",GBP,,,,4,UK,London,External,,,,,
Mother,Strategy,Strategist,"50,000",,F,Black,,1.5,USA,Los Angeles,External,,,,,
,Strategy,Strategist,"60,000",,Female,White,Bisexual,2,USA,Los Angeles,External,,,,,
,Strategy,Strategist,"$90,000",,Female,White,Heterosexual,5,USA,Los Angeles,,,,,,
,Strategy,Strategist,"100,000",,Female,White,Heterosexual,3.5,USA,Los Angeles,External,,,,,
,Strategy,Strategist,"$65,000",,Female,Asian,Heterosexual,2,USA,Los Angeles,External,,,,,
Saatchi & Saatchi,Strategy,Strategist,65000,USD,Female,White,,3,USA,Los Angeles,,,,,,
RPA,Strategy,Strategist,"50,000",USD,Female,,,3,USA,Los Angeles,,,,,,
,Strategy,Strategist,"75,000",,Female,White,Heterosexual,2,USA,Los Angeles,External,,,,,
,Strategy,Strategist,"67,500",USD,Female,White,,5,USA,Nashville,,,,,,
MRM//McCann,Strategy,Strategist,"$55,000",,Female,White,S,2,USA,New Jersey,In-house,,,,,
,Strategy,Strategist,"$65,000",,Female,White,Heterosexual,2,USA,New York,External,,,,,
,Strategy,Strategist,"75,000",,Female,White,Bisexual,4,USA,New York,External,,,,,
,Strategy,Strategist,"75,000",,Female,,,2,USA,New York,,,,,,
,Strategy,Strategist,"75,000",USD,Female,,,2.5,USA,New York,In-house,,,,,
,Strategy,Strategist,"65,000",,Female,Hispanic,Heterosexual,3,USA,New York City,External,,,,,
R/GA,Strategy,Strategist,"$76,000",,Female,White,Heterosexual,5,USA,"New York, NY",External,,,,,
R/GA,Strategy,Strategist,"$76,000",,Female,White,Heterosexual,5,USA,"New York, NY",External,,,,,
